dimensao,buracos,monstros,taxa_vitoria,morte_buraco,morte_monstro,travamento,score_medio,desvio_padrao
10,6,7,73.40,12.40,13.20,1.00,556.37,911.95
10,6,8,64.60,15.00,19.10,1.30,379.00,986.48
10,6,9,55.20,16.10,28.50,0.20,176.50,1032.31
10,6,10,44.60,19.00,36.10,0.30,-44.29,1037.95
10,6,11,37.50,19.10,43.00,0.40,-188.11,1010.96
10,6,12,29.90,17.70,52.30,0.10,-348.43,958.30
10,6,13,23.90,16.30,59.80,0.00,-475.36,897.18
10,6,14,15.30,21.20,63.50,0.00,-651.56,756.34
10,6,15,14.70,19.90,65.40,0.00,-663.14,744.76
10,6,16,8.10,18.20,73.70,0.00,-796.60,577.23
10,6,17,5.00,15.40,79.60,0.00,-864.30,464.93
10,6,18,4.90,16.20,78.90,0.00,-868.83,461.60
10,6,19,2.20,17.50,80.30,0.00,-923.82,320.01
10,6,20,1.40,15.10,83.50,0.00,-944.58,261.10
10,6,21,0.80,13.00,86.20,0.00,-949.17,205.21
10,6,22,0.60,12.30,87.10,0.00,-958.93,180.81
10,6,23,1.10,12.00,86.90,0.00,-949.24,233.66
10,6,24,0.40,11.40,88.20,0.00,-967.17,152.74
10,7,1,92.50,7.50,0.00,0.00,943.03,551.68
10,7,2,90.80,8.70,0.30,0.20,910.97,596.55
10,7,3,87.90,10.80,1.10,0.20,847.19,680.47
10,7,4,82.10,15.10,2.50,0.30,731.24,792.22
10,7,5,80.90,13.30,5.10,0.70,710.20,807.12
10,7,6,72.50,17.40,9.40,0.70,536.50,923.15
10,7,7,67.00,17.00,15.60,0.40,420.94,977.84
10,7,8,56.60,20.90,21.80,0.70,208.59,1028.70
10,7,9,47.10,20.10,32.50,0.30,12.31,1037.32
10,7,10,38.40,25.30,36.30,0.00,-172.56,1015.88
10,7,11,31.80,22.20,45.80,0.20,-307.73,972.44
10,7,12,23.10,26.80,50.10,0.00,-492.75,886.73
10,7,13,17.20,23.10,59.50,0.20,-608.18,794.19
10,7,14,12.60,23.10,64.30,0.00,-706.21,698.35
10,7,15,10.40,24.20,65.40,0.00,-749.73,644.45
10,7,16,7.40,21.50,71.10,0.00,-815.00,555.82
10,7,17,5.10,19.40,75.50,0.00,-862.96,468.87
10,7,18,3.60,17.80,78.60,0.00,-895.90,400.37
10,7,19,3.20,18.30,78.50,0.00,-899.93,379.73
10,7,20,1.90,18.10,80.00,0.00,-932.41,298.79
10,7,21,1.40,16.40,82.20,0.00,-941.41,260.91
10,7,22,1.10,13.90,85.00,0.00,-949.63,234.45
10,7,23,0.40,13.60,86.00,0.00,-962.01,154.33
10,7,24,0.30,11.40,88.30,0.00,-965.76,139.37
10,8,1,88.10,11.90,0.00,0.00,851.41,674.70
10,8,2,82.70,16.60,0.70,0.00,741.39,787.45
10,8,3,81.30,16.20,2.20,0.30,714.34,808.65
10,8,4,77.10,19.00,3.40,0.50,632.71,866.49
10,8,5,73.20,19.40,6.90,0.50,552.47,913.56
10,8,6,67.20,22.50,10.00,0.30,425.06,976.73
10,8,7,59.40,23.90,16.40,0.30,263.77,1020.10
10,8,8,43.00,29.30,27.20,0.50,-76.41,1034.25
10,8,9,38.20,29.00,32.30,0.50,-170.37,1011.52
10,8,10,33.00,27.80,38.60,0.60,-270.30,977.73
10,8,11,26.10,30.00,43.70,0.20,-423.16,918.55
10,8,12,18.30,29.80,51.70,0.20,-593.32,814.92
10,8,13,13.60,27.00,59.40,0.00,-684.05,720.93
10,8,14,9.30,26.90,63.80,0.00,-774.81,613.80
10,8,15,7.40,28.60,64.00,0.00,-816.22,555.32
10,8,16,4.90,25.50,69.60,0.00,-867.21,460.89
10,8,17,2.80,25.30,71.90,0.00,-909.44,355.76
10,8,18,3.00,22.70,74.30,0.00,-912.01,367.91
10,8,19,1.90,20.30,77.80,0.00,-931.49,298.05
10,8,20,1.00,21.90,77.10,0.00,-948.43,224.43
10,8,21,0.40,19.70,79.90,0.00,-962.69,154.25
10,8,22,0.30,19.50,80.20,0.00,-963.33,139.83
10,8,23,0.30,17.10,82.60,0.00,-963.24,139.03
10,8,24,0.10,17.80,82.10,0.00,-968.28,101.73
10,9,1,79.30,20.70,0.00,0.00,668.54,845.88
10,9,2,74.90,24.60,0.50,0.00,579.82,903.49
10,9,3,73.70,23.10,2.70,0.50,561.31,910.19
10,9,4,69.40,26.50,3.90,0.20,469.85,957.05
10,9,5,62.10,30.10,7.40,0.40,319.44,1009.93
10,9,6,54.90,31.70,13.30,0.10,169.55,1033.24
10,9,7,46.80,32.40,20.60,0.20,-0.93,1044.16
10,9,8,38.10,35.60,26.00,0.30,-177.59,1012.20
10,9,9,31.60,34.70,33.40,0.30,-310.88,971.36
10,9,10,26.40,37.70,35.70,0.20,-420.82,923.90
10,9,11,20.60,36.40,42.80,0.20,-536.81,847.15
10,9,12,13.10,38.00,48.90,0.00,-694.11,707.49
10,9,13,9.00,34.50,56.50,0.00,-781.68,605.67
10,9,14,7.70,33.30,59.00,0.00,-808.66,564.39
10,9,15,5.00,33.70,61.30,0.00,-862.73,464.11
10,9,16,3.10,32.80,64.10,0.00,-904.84,372.98
10,9,17,2.90,27.10,70.00,0.00,-913.20,362.19
10,9,18,2.00,28.80,69.20,0.00,-928.95,305.78
10,9,19,1.10,23.70,75.20,0.00,-948.23,234.29
10,9,20,0.50,28.70,70.80,0.00,-966.29,166.78
10,9,21,0.60,24.80,74.60,0.00,-960.50,179.60
10,9,22,0.40,23.40,76.20,0.00,-962.84,153.88
10,9,23,0.30,20.80,78.90,0.00,-969.22,136.75
10,9,24,0.00,19.20,80.80,0.00,-971.59,75.69
10,10,1,69.50,30.50,0.00,0.00,467.98,958.31
10,10,2,67.60,31.80,0.50,0.10,430.67,974.05
10,10,3,62.00,34.10,3.50,0.40,316.06,1011.31
10,10,4,59.80,35.60,4.40,0.20,272.10,1017.25
10,10,5,50.70,38.70,9.70,0.90,87.97,1040.18
10,10,6,46.20,35.50,17.90,0.40,-6.09,1038.70
10,10,7,38.90,38.20,22.80,0.10,-162.79,1017.30
10,10,8,28.30,40.60,30.90,0.20,-380.40,941.51
10,10,9,28.10,37.50,34.30,0.10,-386.01,943.38
10,10,10,17.80,43.30,38.90,0.00,-595.54,800.58
10,10,11,13.90,38.00,48.10,0.00,-684.89,729.94
10,10,12,11.60,36.10,52.30,0.00,-730.67,675.75
10,10,13,6.50,37.50,56.00,0.00,-835.38,524.14
10,10,14,5.60,33.30,61.10,0.00,-854.05,489.84
10,10,15,4.00,34.10,61.90,0.00,-887.10,420.50
10,10,16,2.70,30.20,67.10,0.00,-912.51,350.68
10,10,17,2.40,29.30,68.30,0.00,-919.60,332.30
10,10,18,0.70,27.70,71.60,0.00,-957.41,192.73
10,10,19,0.90,24.40,74.70,0.00,-953.78,214.25
10,10,20,0.70,24.40,74.90,0.00,-957.83,193.35
10,10,21,0.80,23.30,75.90,0.00,-959.98,202.83
10,10,22,0.30,23.00,76.70,0.00,-966.28,138.87
10,10,23,0.00,23.20,76.80,0.00,-976.99,72.48
10,10,24,0.20,19.30,80.50,0.00,-970.61,120.11
10,11,1,58.40,41.60,0.00,0.00,237.84,1028.09
10,11,2,56.30,42.20,1.40,0.10,197.99,1035.48
10,11,3,54.00,43.00,2.70,0.30,149.63,1040.12
10,11,4,49.10,44.90,5.70,0.30,51.80,1042.22
10,11,5,42.10,48.60,9.00,0.30,-94.62,1030.74
10,11,6,36.30,47.50,15.90,0.30,-211.62,1004.08
10,11,7,28.50,48.40,23.10,0.00,-381.78,947.61
10,11,8,21.90,53.40,24.50,0.20,-515.40,868.45
10,11,9,20.00,45.80,34.20,0.00,-558.44,840.46
10,11,10,15.30,50.00,34.60,0.10,-647.98,756.01
10,11,11,9.60,45.20,45.20,0.00,-766.12,621.47
10,11,12,6.90,44.70,48.40,0.00,-827.05,536.82
10,11,13,5.00,41.70,53.30,0.00,-866.41,462.67
10,11,14,3.20,39.70,57.10,0.00,-906.37,379.23
10,11,15,3.30,41.00,55.70,0.00,-902.40,384.65
10,11,16,2.20,38.70,59.10,0.00,-924.52,320.07
10,11,17,1.40,33.90,64.70,0.00,-942.25,260.45
10,11,18,1.10,31.40,67.50,0.00,-945.70,232.57
10,11,19,0.90,28.20,70.90,0.00,-954.43,214.44
10,11,20,0.30,28.60,71.10,0.00,-967.47,138.17
10,11,21,0.00,29.60,70.40,0.00,-972.02,76.58
10,11,22,0.10,26.40,73.50,0.00,-973.14,99.90
10,11,23,0.00,23.70,76.30,0.00,-980.11,68.50
10,11,24,0.00,23.10,76.90,0.00,-975.85,71.74
10,12,1,51.30,48.70,0.00,0.00,94.16,1043.15
10,12,2,46.30,53.10,0.60,0.00,-9.21,1041.86
10,12,3,41.30,55.60,3.10,0.00,-113.88,1030.53
10,12,4,39.80,53.20,7.00,0.00,-142.71,1022.58
10,12,5,33.30,55.10,11.60,0.00,-278.68,986.75
10,12,6,30.60,52.90,16.30,0.20,-334.55,964.17
10,12,7,22.80,54.40,22.70,0.10,-496.33,880.81
10,12,8,16.20,56.50,27.30,0.00,-638.44,776.24
10,12,9,13.80,53.50,32.70,0.00,-682.87,726.40
10,12,10,11.10,56.50,32.40,0.00,-738.60,662.05
10,12,11,8.10,50.70,41.20,0.00,-797.13,576.06
10,12,12,7.00,49.80,43.20,0.00,-820.19,540.87
10,12,13,3.60,48.20,48.20,0.00,-895.89,398.73
10,12,14,3.10,44.70,52.20,0.00,-904.58,373.33
10,12,15,1.20,45.30,53.50,0.00,-954.47,241.75
10,12,16,1.40,37.60,61.00,0.00,-942.48,260.44
10,12,17,1.10,37.20,61.70,0.00,-950.87,234.52
10,12,18,0.80,33.90,65.30,0.00,-958.76,201.87
10,12,19,0.80,29.30,69.90,0.00,-957.33,202.54
10,12,20,0.20,33.50,66.30,0.00,-973.83,119.63
10,12,21,0.30,33.60,66.10,0.00,-968.94,137.47
10,12,22,0.20,27.70,72.10,0.00,-967.74,120.56
10,12,23,0.20,30.40,69.40,0.00,-965.55,120.88
10,12,24,0.10,26.60,73.30,0.00,-973.43,96.96
10,13,1,40.40,59.60,0.00,0.00,-134.66,1027.74
10,13,2,36.90,61.30,1.70,0.10,-204.78,1011.46
10,13,3,35.00,61.90,3.00,0.10,-243.94,998.95
10,13,4,30.60,63.80,5.50,0.10,-334.04,966.35
10,13,5,28.00,62.30,9.70,0.00,-386.73,939.05
10,13,6,21.70,64.00,14.30,0.00,-515.05,863.25
10,13,7,17.10,61.00,21.80,0.10,-614.71,793.06
10,13,8,13.40,59.40,27.10,0.10,-693.70,719.97
10,13,9,10.90,58.70,30.40,0.00,-746.37,657.88
10,13,10,7.90,63.00,29.10,0.00,-806.98,570.84
10,13,11,5.40,59.40,35.20,0.00,-858.10,480.64
10,13,12,2.80,57.00,40.20,0.00,-909.93,356.57
10,13,13,2.70,50.30,47.00,0.00,-913.49,350.42
10,13,14,2.50,49.80,47.70,0.00,-918.80,338.59
10,13,15,1.60,47.50,50.90,0.00,-938.90,275.68
10,13,16,0.70,44.60,54.70,0.00,-960.63,192.84
10,13,17,0.40,43.10,56.50,0.00,-967.00,152.59
10,13,18,0.60,41.20,58.20,0.00,-962.15,180.02
10,13,19,0.20,36.40,63.40,0.00,-966.58,122.77
10,13,20,0.20,37.70,62.10,0.00,-971.24,119.45
10,13,21,0.20,34.80,65.00,0.00,-968.27,120.66
10,13,22,0.00,34.00,66.00,0.00,-973.21,73.76
10,13,23,0.00,32.20,67.80,0.00,-973.97,72.52
10,13,24,0.00,29.70,70.30,0.00,-972.15,73.14
10,14,1,31.00,69.00,0.00,0.00,-332.75,972.26
10,14,2,29.70,68.50,1.80,0.00,-354.82,958.97
10,14,3,24.90,72.40,2.70,0.00,-452.03,907.68
10,14,4,24.20,68.90,6.90,0.00,-471.85,902.39
10,14,5,20.20,69.20,10.50,0.10,-550.11,845.14
10,14,6,13.90,67.60,18.50,0.00,-683.45,729.26
10,14,7,11.70,67.20,21.10,0.00,-728.98,678.28
10,14,8,10.40,64.80,24.80,0.00,-757.93,647.34
10,14,9,6.10,64.30,29.60,0.00,-845.71,509.71
10,14,10,4.60,62.60,32.80,0.00,-876.00,447.91
10,14,11,3.60,61.20,35.20,0.00,-894.69,399.07
10,14,12,2.20,57.20,40.60,0.00,-925.61,319.16
10,14,13,2.90,53.90,43.20,0.00,-915.76,363.05
10,14,14,1.40,48.00,50.60,0.00,-941.88,260.74
10,14,15,0.60,45.90,53.50,0.00,-963.80,179.89
10,14,16,0.80,45.80,53.40,0.00,-956.57,202.82
10,14,17,0.80,44.50,54.70,0.00,-956.58,203.41
10,14,18,0.30,37.50,62.20,0.00,-970.24,137.28
10,14,19,0.20,35.30,64.50,0.00,-970.09,119.42
10,14,20,0.30,39.20,60.50,0.00,-968.22,137.55
10,14,21,0.10,38.00,61.90,0.00,-972.66,98.26
10,14,22,0.10,33.60,66.30,0.00,-969.85,99.74
10,14,23,0.10,31.80,68.10,0.00,-975.56,95.78
10,14,24,0.00,30.30,69.70,0.00,-969.48,75.76
10,15,1,24.50,75.50,0.00,0.00,-465.16,905.43
10,15,2,23.20,75.50,1.30,0.00,-491.64,887.96
10,15,3,22.00,74.10,3.90,0.00,-510.65,872.44
10,15,4,17.10,76.20,6.70,0.00,-616.62,794.27
10,15,5,15.30,73.60,11.10,0.00,-651.84,760.03
10,15,6,13.40,68.40,18.10,0.10,-690.93,719.23
10,15,7,10.10,73.20,16.70,0.00,-758.25,636.56
10,15,8,8.50,65.60,25.90,0.00,-788.28,589.58
10,15,9,6.20,64.90,28.90,0.00,-847.13,514.65
10,15,10,3.80,67.50,28.70,0.00,-894.95,411.02
10,15,11,3.40,61.50,35.10,0.00,-899.24,390.19
10,15,12,2.10,57.40,40.50,0.00,-928.93,312.59
10,15,13,1.40,56.20,42.40,0.00,-948.68,259.73
10,15,14,1.00,54.90,44.10,0.00,-947.97,224.69
10,15,15,0.70,51.20,48.10,0.00,-956.39,192.03
10,15,16,0.50,46.30,53.20,0.00,-962.08,167.52
10,15,17,0.20,45.50,54.30,0.00,-965.27,122.68
10,15,18,0.00,42.20,57.80,0.00,-971.07,75.68
10,15,19,0.20,41.20,58.60,0.00,-969.36,120.85
10,15,20,0.10,40.60,59.30,0.00,-969.57,101.13
10,15,21,0.00,38.60,61.40,0.00,-973.37,72.22
10,15,22,0.00,37.80,62.20,0.00,-974.02,72.37
10,15,23,0.00,33.80,66.20,0.00,-974.52,71.85
10,15,24,0.00,33.80,66.20,0.00,-969.87,74.86
10,16,1,20.40,79.60,0.00,0.00,-549.20,849.77
10,16,2,20.20,78.60,1.20,0.00,-549.87,845.66
10,16,3,15.00,80.70,4.30,0.00,-658.77,753.46
10,16,4,13.10,80.50,6.40,0.00,-700.16,714.14
10,16,5,11.30,78.80,9.90,0.00,-733.33,669.41
10,16,6,7.90,76.60,15.50,0.00,-806.49,573.57
10,16,7,5.80,75.00,19.20,0.00,-849.48,498.27
10,16,8,5.50,72.70,21.80,0.00,-852.40,484.75
10,16,9,3.30,68.10,28.60,0.00,-902.47,384.96
10,16,10,2.20,67.60,30.20,0.00,-925.01,319.92
10,16,11,1.80,66.00,32.20,0.00,-936.87,291.96
10,16,12,2.20,62.60,35.20,0.00,-926.45,319.73
10,16,13,0.40,58.50,41.10,0.00,-962.30,155.93
10,16,14,0.90,54.00,45.10,0.00,-947.90,215.22
10,16,15,1.00,52.80,46.20,0.00,-949.89,224.27
10,16,16,0.50,47.80,51.70,0.00,-961.52,168.43
10,16,17,0.40,48.30,51.30,0.00,-966.04,152.84
10,16,18,0.30,43.90,55.80,0.00,-970.15,137.45
10,16,19,0.20,41.00,58.80,0.00,-973.59,117.46
10,16,20,0.10,45.90,54.00,0.00,-969.70,101.02
10,16,21,0.10,43.40,56.50,0.00,-973.42,98.42
10,16,22,0.10,38.30,61.60,0.00,-969.00,99.90
10,16,23,0.00,40.30,59.70,0.00,-968.15,75.76
10,16,24,0.20,35.30,64.50,0.00,-965.77,120.48
10,17,1,12.60,87.40,0.00,0.00,-711.55,702.57
10,17,2,10.80,87.60,1.60,0.00,-746.17,657.44
10,17,3,11.30,85.10,3.60,0.00,-738.94,671.70
10,17,4,9.70,82.90,7.40,0.00,-767.45,626.52
10,17,5,7.40,82.30,10.30,0.00,-814.12,555.80
10,17,6,4.90,79.80,15.30,0.00,-871.02,462.04
10,17,7,5.40,76.70,17.90,0.00,-856.82,483.24
10,17,8,3.20,79.60,17.20,0.00,-904.91,379.81
10,17,9,2.40,72.30,25.30,0.00,-918.39,332.04
10,17,10,2.00,72.10,25.90,0.00,-933.03,305.78
10,17,11,2.50,66.40,31.10,0.00,-918.52,339.28
10,17,12,0.80,66.30,32.90,0.00,-953.12,204.04
10,17,13,0.80,60.80,38.40,0.00,-955.08,203.73
10,17,14,0.30,60.10,39.60,0.00,-970.13,137.76
10,17,15,0.10,55.30,44.60,0.00,-976.10,98.13
10,17,16,0.30,53.40,46.30,0.00,-966.13,138.83
10,17,17,0.00,52.70,47.30,0.00,-973.75,74.26
10,17,18,0.20,45.50,54.30,0.00,-973.02,119.00
10,17,19,0.20,44.00,55.80,0.00,-973.32,118.18
10,17,20,0.10,50.50,49.40,0.00,-970.21,99.95
10,17,21,0.00,44.30,55.70,0.00,-975.18,70.82
10,17,22,0.10,42.20,57.70,0.00,-972.48,96.61
10,17,23,0.00,37.80,62.20,0.00,-970.83,73.95
10,17,24,0.00,39.60,60.40,0.00,-970.59,73.65
10,18,1,11.10,88.90,0.00,0.00,-746.75,666.95
10,18,2,9.40,89.40,1.20,0.00,-779.37,619.30
10,18,3,8.80,88.80,2.40,0.00,-790.58,602.29
10,18,4,6.90,85.90,7.20,0.00,-829.04,540.74
10,18,5,4.80,84.10,11.10,0.00,-873.78,457.60
10,18,6,4.00,81.70,14.30,0.00,-888.85,419.91
10,18,7,3.20,79.30,17.50,0.00,-904.57,379.38
10,18,8,2.30,78.40,19.30,0.00,-924.01,325.55
10,18,9,2.00,73.00,25.00,0.00,-931.03,305.09
10,18,10,1.30,75.40,23.30,0.00,-945.16,252.16
10,18,11,0.80,71.20,28.00,0.00,-960.45,202.98
10,18,12,0.70,67.50,31.80,0.00,-961.59,192.37
10,18,13,0.80,63.90,35.30,0.00,-954.72,203.12
10,18,14,0.10,60.80,39.10,0.00,-971.99,101.34
10,18,15,0.20,59.90,39.90,0.00,-966.93,121.89
10,18,16,0.10,56.70,43.20,0.00,-976.91,97.81
10,18,17,0.00,53.60,46.40,0.00,-978.06,69.81
10,18,18,0.00,49.10,50.90,0.00,-975.56,72.21
10,18,19,0.10,45.20,54.70,0.00,-968.14,101.30
10,18,20,0.00,49.00,51.00,0.00,-971.61,75.12
10,18,21,0.00,47.50,52.50,0.00,-969.86,75.35
10,18,22,0.00,46.50,53.50,0.00,-975.28,70.21
10,18,23,0.00,42.70,57.30,0.00,-973.47,71.14
10,18,24,0.00,42.80,57.20,0.00,-971.56,72.60
10,19,1,6.70,93.30,0.00,0.00,-832.96,532.49
10,19,2,7.60,91.20,1.20,0.00,-817.42,565.74
10,19,3,5.90,91.00,3.10,0.00,-847.80,502.54
10,19,4,3.40,90.80,5.80,0.00,-905.11,390.73
10,19,5,3.80,87.70,8.50,0.00,-891.45,409.60
10,19,6,3.60,84.20,12.20,0.00,-901.07,401.13
10,19,7,3.10,80.20,16.70,0.00,-910.08,374.56
10,19,8,1.00,82.20,16.80,0.00,-951.78,223.83
10,19,9,0.60,74.50,24.90,0.00,-964.84,181.09
10,19,10,1.10,77.70,21.20,0.00,-955.00,233.00
10,19,11,0.70,71.50,27.80,0.00,-961.90,192.02
10,19,12,0.10,70.10,29.80,0.00,-971.23,102.20
10,19,13,0.40,67.40,32.20,0.00,-966.15,153.19
10,19,14,0.30,65.10,34.60,0.00,-966.83,138.78
10,19,15,0.10,63.00,36.90,0.00,-974.02,99.99
10,19,16,0.00,58.50,41.50,0.00,-978.69,69.85
10,19,17,0.00,52.30,47.70,0.00,-974.13,72.03
10,19,18,0.10,48.70,51.20,0.00,-972.79,98.14
10,19,19,0.10,48.30,51.60,0.00,-969.75,99.73
10,19,20,0.00,54.70,45.30,0.00,-974.25,71.91
10,19,21,0.10,49.80,50.10,0.00,-971.73,98.46
10,19,22,0.00,49.40,50.60,0.00,-971.05,73.24
10,19,23,0.00,48.10,51.90,0.00,-970.60,73.63
10,19,24,0.00,42.10,57.90,0.00,-971.37,72.13
10,20,1,5.50,94.50,0.00,0.00,-863.25,488.00
10,20,2,5.10,93.30,1.60,0.00,-874.04,471.24
10,20,3,4.10,93.10,2.80,0.00,-891.77,425.99
10,20,4,3.20,91.00,5.80,0.00,-902.73,380.39
10,20,5,2.90,87.60,9.50,0.00,-911.85,363.96
10,20,6,2.10,84.50,13.40,0.00,-931.45,313.16
10,20,7,1.50,83.80,14.70,0.00,-940.52,268.63
10,20,8,1.50,77.00,21.50,0.00,-944.26,267.91
10,20,9,0.80,75.70,23.50,0.00,-958.92,203.34
10,20,10,0.80,73.50,25.70,0.00,-955.04,204.00
10,20,11,0.30,72.30,27.40,0.00,-970.49,137.35
10,20,12,0.60,66.00,33.40,0.00,-964.97,179.57
10,20,13,0.40,60.50,39.10,0.00,-966.15,152.66
10,20,14,0.10,59.80,40.10,0.00,-975.64,98.15
10,20,15,0.10,55.30,44.60,0.00,-974.01,98.53
10,20,16,0.10,54.50,45.40,0.00,-970.52,100.45
10,20,17,0.10,52.60,47.30,0.00,-972.45,98.17
10,20,18,0.10,49.50,50.40,0.00,-973.99,97.36
10,20,19,0.00,44.60,55.40,0.00,-969.58,74.49
10,20,20,0.00,51.00,49.00,0.00,-975.76,69.51
10,20,21,0.00,47.40,52.60,0.00,-973.90,70.50
10,20,22,0.00,44.10,55.90,0.00,-973.51,70.52
10,20,23,0.10,40.40,59.50,0.00,-966.80,100.34
10,20,24,0.00,40.80,59.20,0.00,-972.64,71.13
10,21,1,4.40,95.60,0.00,0.00,-884.48,439.98
10,21,2,3.80,95.20,1.00,0.00,-900.31,412.10
10,21,3,3.00,94.90,2.10,0.00,-911.49,369.81
10,21,4,2.20,91.90,5.90,0.00,-933.16,320.60
10,21,5,2.20,89.80,8.00,0.00,-933.03,318.39
10,21,6,1.70,86.30,12.00,0.00,-935.45,284.87
10,21,7,1.40,85.50,13.10,0.00,-947.96,259.64
10,21,8,1.40,81.50,17.10,0.00,-947.69,261.48
10,21,9,0.60,76.70,22.70,0.00,-962.23,179.62
10,21,10,0.60,77.00,22.40,0.00,-960.46,180.81
10,21,11,0.40,71.50,28.10,0.00,-970.14,151.01
10,21,12,0.40,66.60,33.00,0.00,-964.75,153.95
10,21,13,0.30,61.40,38.30,0.00,-968.21,137.85
10,21,14,0.10,64.10,35.80,0.00,-966.83,102.95
10,21,15,0.20,58.60,41.20,0.00,-971.22,119.45
10,21,16,0.00,57.10,42.90,0.00,-974.78,71.68
10,21,17,0.00,52.90,47.10,0.00,-978.74,68.23
10,21,18,0.20,48.50,51.30,0.00,-964.99,121.79
10,21,19,0.00,46.80,53.20,0.00,-974.20,71.14
10,21,20,0.00,49.70,50.30,0.00,-974.41,69.24
10,21,21,0.00,47.60,52.40,0.00,-972.90,71.18
10,21,22,0.00,44.50,55.50,0.00,-969.11,74.44
10,21,23,0.00,45.10,54.90,0.00,-972.08,71.29
10,21,24,0.00,40.80,59.20,0.00,-971.21,71.95
10,22,1,2.90,97.10,0.00,0.00,-914.93,363.48
10,22,2,1.60,97.20,1.20,0.00,-943.68,277.13
10,22,3,2.30,95.20,2.50,0.00,-929.52,326.65
10,22,4,2.70,92.60,4.70,0.00,-914.82,351.62
10,22,5,1.70,89.40,8.90,0.00,-938.64,284.74
10,22,6,1.30,88.20,10.50,0.00,-947.55,251.62
10,22,7,1.10,85.10,13.80,0.00,-951.45,233.82
10,22,8,0.70,80.70,18.60,0.00,-965.76,191.39
10,22,9,0.70,79.00,20.30,0.00,-962.24,191.83
10,22,10,0.50,77.40,22.10,0.00,-967.46,165.99
10,22,11,0.90,71.80,27.30,0.00,-956.19,214.44
10,22,12,0.00,71.80,28.20,0.00,-974.62,73.22
10,22,13,0.40,67.20,32.40,0.00,-965.35,152.78
10,22,14,0.00,62.70,37.30,0.00,-975.10,72.81
10,22,15,0.00,62.50,37.50,0.00,-976.96,70.13
10,22,16,0.00,55.80,44.20,0.00,-970.78,75.45
10,22,17,0.00,54.70,45.30,0.00,-977.43,68.06
10,22,18,0.00,52.90,47.10,0.00,-974.58,70.87
10,22,19,0.10,48.80,51.10,0.00,-969.60,97.98
10,22,20,0.00,52.80,47.20,0.00,-972.02,72.67
10,22,21,0.00,48.70,51.30,0.00,-973.42,70.22
10,22,22,0.00,47.40,52.60,0.00,-973.43,70.52
10,22,23,0.00,43.80,56.20,0.00,-975.80,67.22
10,22,24,0.00,41.50,58.50,0.00,-974.39,68.57
10,23,1,2.90,97.10,0.00,0.00,-918.70,363.53
10,23,2,2.00,96.50,1.50,0.00,-935.16,306.96
10,23,3,1.70,94.90,3.40,0.00,-943.37,284.16
10,23,4,1.00,94.20,4.80,0.00,-956.40,224.52
10,23,5,0.40,91.50,8.10,0.00,-966.12,154.71
10,23,6,1.30,88.80,9.90,0.00,-948.02,251.85
10,23,7,0.60,86.20,13.20,0.00,-958.84,181.76
10,23,8,0.70,82.50,16.80,0.00,-961.15,191.06
10,23,9,0.40,79.60,20.00,0.00,-968.54,152.19
10,23,10,0.00,77.70,22.30,0.00,-970.43,77.35
10,23,11,0.30,74.50,25.20,0.00,-971.30,135.57
10,23,12,0.10,71.80,28.10,0.00,-973.16,99.33
10,23,13,0.00,69.40,30.60,0.00,-977.86,69.51
10,23,14,0.10,66.10,33.80,0.00,-974.58,97.54
10,23,15,0.00,62.70,37.30,0.00,-974.99,71.22
10,23,16,0.10,61.00,38.90,0.00,-973.60,98.07
10,23,17,0.10,57.20,42.70,0.00,-974.27,96.08
10,23,18,0.00,51.00,49.00,0.00,-977.89,67.35
10,23,19,0.00,50.10,49.90,0.00,-977.18,68.44
10,23,20,0.00,55.00,45.00,0.00,-971.19,72.90
10,23,21,0.00,50.00,50.00,0.00,-971.57,72.12
10,23,22,0.00,47.90,52.10,0.00,-977.01,65.68
10,23,23,0.00,46.60,53.40,0.00,-970.11,72.24
10,23,24,0.00,45.10,54.90,0.00,-969.65,72.53
10,24,1,1.40,98.60,0.00,0.00,-948.80,260.83
10,24,2,1.30,98.10,0.60,0.00,-952.70,250.91
10,24,3,1.80,95.20,3.00,0.00,-945.42,292.36
10,24,4,0.70,96.00,3.30,0.00,-962.09,192.43
10,24,5,0.50,91.50,8.00,0.00,-964.05,167.72
10,24,6,0.10,89.90,10.00,0.00,-972.87,102.06
10,24,7,0.10,88.50,11.40,0.00,-974.32,100.37
10,24,8,0.40,84.70,14.90,0.00,-965.44,153.89
10,24,9,0.10,81.80,18.10,0.00,-972.53,99.78
10,24,10,0.00,80.80,19.20,0.00,-974.16,73.09
10,24,11,0.00,75.00,25.00,0.00,-976.65,71.20
10,24,12,0.30,72.00,27.70,0.00,-969.53,136.38
10,24,13,0.00,69.50,30.50,0.00,-976.55,70.98
10,24,14,0.00,68.60,31.40,0.00,-976.72,70.34
10,24,15,0.10,63.60,36.30,0.00,-971.97,98.46
10,24,16,0.00,58.00,42.00,0.00,-971.39,73.60
10,24,17,0.10,55.80,44.10,0.00,-970.75,98.54
10,24,18,0.00,50.80,49.20,0.00,-975.29,69.51
10,24,19,0.00,51.60,48.40,0.00,-970.43,73.78
10,24,20,0.00,54.50,45.50,0.00,-972.58,71.45
10,24,21,0.00,53.50,46.50,0.00,-976.24,67.42
10,24,22,0.00,51.80,48.20,0.00,-969.70,73.67
10,24,23,0.00,46.80,53.20,0.00,-970.64,71.44
10,24,24,0.10,47.20,52.70,0.00,-971.64,96.05
